comparacoesAVL	tamanhoAVL	comparacoesABB	tamanhoABB
15	42869	22	42869
17	14500	22	14500
16	20147	25	20147
15	49703	21	49703
15	20499	26	20499
16	20271	14	20271
12	14488	22	14488
14	30922	28	30922
17	19774	18	19774
16	51810	15	51810
16	42197	24	42197
16	53153	22	53153
17	28465	25	28465
15	51892	23	51892
16	30995	20	30995
16	44979	28	44979
15	15571	28	15571
17	16828	20	16828
15	36566	23	36566
18	58974	19	58974
15	52108	22	52108
7	210	9	210
15	7849	26	7849
15	35015	32	35015
15	30746	19	30746
14	50717	17	50717
15	25867	23	25867
16	50892	25	50892
15	16771	24	16771
16	26117	25	26117
17	47742	14	47742
16	37041	19	37041
15	33166	24	33166
17	28848	23	28848
16	46824	22	46824
16	51715	24	51715
16	15288	14	15288
17	44933	17	44933
15	56717	24	56717
14	23440	20	23440
15	36824	25	36824
13	27711	24	27711
17	44770	17	44770
15	28747	23	28747
16	20890	16	20890
16	21335	14	21335
15	27720	22	27720
17	49349	28	49349
16	13018	19	13018
15	4282	20	4282
14	24385	22	24385
14	35027	23	35027
14	24265	29	24265
17	50251	28	50251
12	2270	16	2270
16	41035	26	41035
14	16367	25	16367
17	50011	26	50011
16	54428	24	54428
13	33322	26	33322
15	27593	23	27593
11	2169	12	2169
11	8200	15	8200
17	19307	15	19307
16	36872	17	36872
17	59840	24	59840
15	4239	13	4239
17	33588	27	33588
17	59631	31	59631
15	17415	24	17415
17	37651	22	37651
17	44401	24	44401
17	46161	16	46161
16	34892	19	34892
17	42087	23	42087
15	50232	26	50232
16	24241	27	24241
17	31457	16	31457
15	54513	12	54513
15	21437	18	21437
16	55841	17	55841
15	45702	18	45702
16	46091	25	46091
12	8160	24	8160
15	3088	21	3088
16	2457	12	2457
17	34522	17	34522
17	57515	28	57515
13	35778	19	35778
17	55898	29	55898
8	1460	12	1460
16	14298	14	14298
14	4098	16	4098
15	27521	25	27521
13	3937	16	3937
17	37709	12	37709
16	37460	16	37460
15	39919	21	39919
16	55123	25	55123
17	15110	16	15110
17	24319	20	24319
15	17635	23	17635
14	50002	21	50002
17	42758	28	42758
13	7866	15	7866
15	50594	20	50594
16	38731	18	38731
15	48382	12	48382
15	10054	20	10054
16	44621	20	44621
15	10435	22	10435
15	32496	23	32496
14	29133	20	29133
14	13523	20	13523
17	11304	20	11304
14	3654	14	3654
16	47389	25	47389
17	59552	29	59552
17	25200	14	25200
14	37730	23	37730
13	3649	22	3649
15	22318	23	22318
14	41602	24	41602
13	43937	28	43937
16	19061	20	19061
15	23855	29	23855
15	31500	22	31500
17	34171	12	34171
15	24526	18	24526
17	49134	29	49134
9	524	10	524
17	7283	16	7283
16	33351	21	33351
16	27469	20	27469
16	21496	18	21496
13	12081	18	12081
15	33054	19	33054
14	26285	22	26285
16	40396	9	40396
16	2186	15	2186
13	16159	20	16159
16	28051	26	28051
14	5839	19	5839
13	39899	21	39899
15	15131	23	15131
16	41742	24	41742
15	5099	15	5099
15	45390	28	45390
14	3768	16	3768
14	10813	23	10813
13	5678	19	5678
16	3793	16	3793
15	6225	21	6225
13	5885	20	5885
16	11644	16	11644
16	16747	19	16747
15	30410	12	30410
15	37129	28	37129
16	17270	20	17270
15	14044	23	14044
16	10479	21	10479
16	21090	22	21090
14	11891	12	11891
17	58912	26	58912
15	36940	22	36940
15	31965	21	31965
12	39576	20	39576
16	12890	18	12890
16	34150	25	34150
16	55734	31	55734
16	40940	22	40940
13	16340	18	16340
16	35632	19	35632
13	32422	15	32422
16	58082	23	58082
15	17082	25	17082
15	1633	20	1633
16	19823	21	19823
15	20849	15	20849
14	48797	22	48797
14	25501	21	25501
12	993	10	993
17	55021	21	55021
15	7737	20	7737
14	11768	18	11768
15	38146	21	38146
16	26116	18	26116
15	5389	23	5389
14	28541	20	28541
17	36595	20	36595
15	26479	14	26479
15	40431	25	40431
15	11858	16	11858
16	39770	18	39770
16	36573	20	36573
14	43822	19	43822
14	19345	20	19345
16	54323	18	54323
15	15078	23	15078
12	30401	24	30401
14	10662	22	10662
14	27061	25	27061
14	2822	14	2822
17	45095	24	45095
15	44143	19	44143
18	40806	32	40806
12	4918	21	4918
17	4991	16	4991
13	5954	23	5954
15	6770	15	6770
15	5984	26	5984
13	37326	25	37326
13	14506	24	14506
17	54971	22	54971
15	49093	23	49093
11	29003	19	29003
12	21087	21	21087
18	30834	18	30834
16	57543	27	57543
17	33664	26	33664
14	37973	18	37973
14	45890	16	45890
16	13433	14	13433
16	50897	24	50897
15	29711	27	29711
14	16710	22	16710
13	385	13	385
15	24206	18	24206
15	23462	24	23462
17	47398	22	47398
15	51266	17	51266
14	26283	15	26283
14	32493	15	32493
16	35408	19	35408
16	43440	19	43440
15	37410	24	37410
16	40399	22	40399
17	49393	26	49393
15	44179	31	44179
14	22734	23	22734
14	26718	22	26718
14	35036	18	35036
14	17704	15	17704
17	52163	21	52163
15	4038	21	4038
17	59348	16	59348
14	12822	22	12822
13	33011	27	33011
17	15904	23	15904
14	35063	26	35063
15	46443	22	46443
16	43152	14	43152
15	41125	17	41125
13	19219	17	19219
18	59861	22	59861
15	41509	24	41509
15	23322	18	23322
16	28907	20	28907
14	11041	13	11041
15	25956	20	25956
15	37751	28	37751
13	9395	16	9395
17	3199	16	3199
16	35139	21	35139
16	35690	20	35690
14	25932	26	25932
16	1856	18	1856
14	10725	20	10725
16	19987	18	19987
15	30370	22	30370
17	51114	22	51114
14	35129	21	35129
14	29717	26	29717
15	52693	22	52693
15	24302	14	24302
13	2727	17	2727
15	44948	18	44948
17	59365	21	59365
15	25521	28	25521
14	28099	27	28099
18	21091	18	21091
16	27959	18	27959
15	58350	29	58350
18	40866	23	40866
14	27632	17	27632
15	3608	16	3608
17	51907	24	51907
13	53587	31	53587
16	41358	18	41358
15	38355	32	38355
16	39333	24	39333
15	32869	27	32869
16	17905	17	17905
17	14471	26	14471
16	44910	29	44910
16	20188	27	20188
17	52678	28	52678
13	31986	24	31986
15	16526	26	16526
17	59400	19	59400
14	23099	22	23099
18	51654	27	51654
12	29116	25	29116
15	52143	20	52143
15	52308	26	52308
14	8195	19	8195
16	37090	22	37090
18	51672	23	51672
14	33715	27	33715
15	8512	15	8512
17	54806	12	54806
16	9498	17	9498
16	43213	15	43213
15	35671	30	35671
14	46820	18	46820
16	3929	17	3929
12	7067	14	7067
15	28177	28	28177
17	18635	18	18635
15	22751	25	22751
16	37397	18	37397
16	36539	19	36539
13	13573	21	13573
16	22306	21	22306
15	33078	26	33078
17	6250	22	6250
16	49604	21	49604
14	42001	27	42001
15	17389	28	17389
16	41257	23	41257
16	11117	15	11117
14	9531	19	9531
14	33564	27	33564
16	55663	19	55663
14	22972	15	22972
10	1587	12	1587
13	5729	19	5729
8	4511	17	4511
14	46451	22	46451
13	534	13	534
14	14008	23	14008
14	29663	29	29663
14	12557	14	12557
18	27488	23	27488
15	16483	16	16483
15	16485	16	16485
14	10906	22	10906
14	21011	20	21011
15	11472	18	11472
15	33656	18	33656
16	58408	23	58408
15	48010	31	48010
16	47228	20	47228
13	20713	20	20713
15	21088	24	21088
15	29830	22	29830
15	51356	27	51356
18	10691	17	10691
16	11830	16	11830
14	8744	17	8744
16	28299	23	28299
15	59298	16	59298
17	54627	26	54627
14	38215	28	38215
18	31312	28	31312
15	53950	21	53950
16	16153	18	16153
18	58461	21	58461
11	2603	13	2603
14	13926	20	13926
17	12468	20	12468
13	32266	30	32266
14	26482	17	26482
14	16308	19	16308
16	48748	19	48748
14	19319	26	19319
14	27213	17	27213
15	46110	20	46110
14	30790	21	30790
15	37221	21	37221
17	44517	26	44517
15	55151	22	55151
15	800	13	800
14	41582	22	41582
15	52590	25	52590
11	6981	20	6981
15	32937	19	32937
16	18811	27	18811
15	18032	18	18032
16	44283	20	44283
15	54460	33	54460
13	22497	22	22497
14	25772	21	25772
15	42960	27	42960
15	38649	18	38649
15	39164	18	39164
15	41420	22	41420
17	41252	23	41252
17	53089	20	53089
15	30239	22	30239
17	49869	31	49869
17	55923	22	55923
15	46546	22	46546
13	14968	16	14968
18	51593	21	51593
14	50111	24	50111
15	1077	16	1077
15	22382	25	22382
10	3683	17	3683
17	45594	25	45594
19	53884	30	53884
15	3527	14	3527
16	22826	25	22826
17	47815	21	47815
16	36463	17	36463
15	42977	28	42977
16	54494	18	54494
15	46739	24	46739
14	37436	29	37436
16	43504	22	43504
14	39559	17	39559
17	2815	14	2815
16	24236	24	24236
14	18722	11	18722
16	44234	22	44234
15	41839	26	41839
16	48163	18	48163
12	14472	23	14472
15	8059	20	8059
17	44085	26	44085
16	37370	27	37370
15	23026	21	23026
15	35677	21	35677
13	3832	29	3832
16	34410	20	34410
14	7514	11	7514
16	22399	19	22399
16	28293	21	28293
15	24699	22	24699
16	25925	17	25925
17	51118	22	51118
12	2387	17	2387
15	29927	18	29927
17	55489	28	55489
16	33233	25	33233
15	16665	16	16665
15	9277	13	9277
15	16736	22	16736
16	2252	16	2252
15	48835	21	48835
14	19550	26	19550
11	2839	14	2839
15	43909	24	43909
14	40135	29	40135
16	21029	17	21029
15	32071	25	32071
16	30958	21	30958
16	29087	19	29087
16	16155	22	16155
13	8327	16	8327
16	52112	25	52112
17	28183	7	28183
18	48510	26	48510
17	52565	17	52565
14	2592	19	2592
14	32375	24	32375
14	14964	24	14964
13	7236	17	7236
18	57074	18	57074
16	40888	24	40888
17	34706	23	34706
15	9586	17	9586
14	19627	13	19627
13	4632	17	4632
16	5075	19	5075
16	52859	21	52859
17	57648	20	57648
17	50703	21	50703
15	45946	11	45946
18	59899	19	59899
16	39537	24	39537
17	41847	23	41847
14	39089	25	39089
15	59797	25	59797
15	21981	27	21981
7	117	7	117
13	8219	24	8219
17	52938	21	52938
15	29203	27	29203
12	725	15	725
16	37617	23	37617
16	57666	20	57666
15	26126	21	26126
16	50231	23	50231
17	31498	21	31498
17	58501	24	58501
15	41546	26	41546
15	15086	25	15086
15	55574	29	55574
18	58785	21	58785
15	49791	21	49791
15	18411	18	18411
15	54422	22	54422
16	22937	19	22937
16	47621	24	47621
15	28421	17	28421
12	13639	15	13639
17	33566	19	33566
14	28320	18	28320
16	29528	26	29528
15	15412	14	15412
17	43760	21	43760
14	29324	25	29324
13	13744	26	13744
16	43877	17	43877
16	37543	21	37543
15	6682	19	6682
16	38267	23	38267
16	20650	21	20650
15	10745	19	10745
16	43526	22	43526
15	46775	20	46775
17	37327	24	37327
14	15023	18	15023
17	21627	18	21627
16	55224	29	55224
17	30108	25	30108
17	17200	19	17200
16	54008	22	54008
17	56250	27	56250
17	48771	25	48771
16	57999	24	57999
14	36391	26	36391
14	19092	26	19092
16	11638	20	11638
16	46309	27	46309
16	23763	21	23763
15	41165	25	41165
16	38072	22	38072
14	7522	17	7522
16	46840	24	46840
14	28168	23	28168
15	27750	24	27750
12	734	14	734
16	34849	16	34849
15	40829	26	40829
17	55498	22	55498
16	27925	20	27925
17	58878	26	58878
15	18624	14	18624
15	41603	22	41603
17	50252	18	50252
16	40251	18	40251
15	36826	23	36826
16	56712	20	56712
16	33802	19	33802
15	30833	22	30833
18	52961	26	52961
17	8864	17	8864
17	55955	31	55955
13	19984	23	19984
16	43215	14	43215
13	8698	16	8698
14	15427	27	15427
16	31204	19	31204
17	55006	21	55006
14	15541	30	15541
14	48720	17	48720
16	9429	17	9429
16	59414	24	59414
15	35559	23	35559
17	37596	16	37596
14	12645	28	12645
18	48796	16	48796
16	44344	12	44344
14	4349	18	4349
14	20645	23	20645
17	48620	30	48620
15	39578	26	39578
15	15621	20	15621
16	30222	22	30222
10	6181	17	6181
16	55871	16	55871
14	7047	18	7047
15	2892	19	2892
16	6024	15	6024
15	37879	19	37879
14	32205	26	32205
16	51240	27	51240
14	10186	12	10186
16	52188	17	52188
16	34454	30	34454
15	18883	24	18883
14	7614	14	7614
12	5657	20	5657
16	59506	26	59506
18	54376	27	54376
18	59668	28	59668
17	58919	20	58919
10	6286	20	6286
14	13616	27	13616
16	18930	22	18930
14	38763	25	38763
16	46777	23	46777
15	59630	30	59630
15	59408	16	59408
17	35396	23	35396
15	39207	26	39207
14	15028	21	15028
15	5617	18	5617
16	47250	22	47250
16	49015	23	49015
12	24631	15	24631
15	53273	33	53273
12	3246	11	3246
17	56835	20	56835
13	20864	19	20864
15	13431	21	13431
15	49022	19	49022
17	55317	26	55317
16	32313	24	32313
15	32987	20	32987
15	37325	21	37325
14	22552	18	22552
14	32492	18	32492
16	31700	16	31700
15	58571	24	58571
13	31411	20	31411
17	37986	27	37986
16	12186	18	12186
16	33844	18	33844
15	33267	21	33267
16	50949	28	50949
17	56973	30	56973
12	9249	26	9249
15	26708	21	26708
17	32368	21	32368
16	48455	20	48455
16	18087	27	18087
15	14337	12	14337
17	10194	12	10194
17	41688	22	41688
12	3351	19	3351
14	34825	18	34825
11	11312	20	11312
14	6596	19	6596
13	31659	21	31659
16	32176	22	32176
18	56378	18	56378
17	57033	27	57033
13	27492	21	27492
15	28690	25	28690
15	6371	17	6371
16	4817	21	4817
16	51241	23	51241
16	38863	26	38863
15	12868	26	12868
13	26164	22	26164
16	46625	24	46625
16	27205	22	27205
15	38349	19	38349
16	56820	26	56820
12	472	16	472
15	5649	15	5649
15	53792	24	53792
16	46072	22	46072
16	32356	18	32356
16	2512	15	2512
13	10878	21	10878
15	26794	26	26794
17	53200	16	53200
14	21072	22	21072
16	8481	15	8481
18	32902	19	32902
16	32248	28	32248
15	40258	21	40258
18	51968	26	51968
14	12227	26	12227
13	13642	21	13642
17	55811	27	55811
16	40917	24	40917
15	20013	23	20013
15	627	14	627
14	8509	19	8509
15	35227	28	35227
16	49847	25	49847
16	34672	31	34672
15	17051	11	17051
18	49373	27	49373
16	55022	19	55022
17	53874	33	53874
13	25166	17	25166
17	39945	19	39945
14	3729	13	3729
17	4029	19	4029
16	50823	20	50823
14	30522	20	30522
16	57228	22	57228
15	48246	23	48246
14	15355	19	15355
15	30129	20	30129
14	20493	27	20493
15	35147	17	35147
16	22330	19	22330
15	37102	18	37102
16	27114	21	27114
14	34557	26	34557
16	50744	29	50744
16	59276	26	59276
16	15473	19	15473
15	10756	22	10756
18	59903	20	59903
17	333	13	333
16	45982	19	45982
15	26101	28	26101
15	35005	23	35005
18	44184	29	44184
16	43151	24	43151
11	729	13	729
15	15557	14	15557
17	37025	20	37025
15	55749	22	55749
13	17074	16	17074
14	16969	17	16969
15	35829	18	35829
14	21102	20	21102
16	42703	33	42703
16	54681	20	54681
15	32388	24	32388
17	58057	24	58057
14	1162	12	1162
15	29232	22	29232
17	9555	18	9555
16	23491	22	23491
13	6334	22	6334
15	13020	27	13020
17	58047	23	58047
17	33429	27	33429
12	12295	22	12295
16	49871	12	49871
16	20536	23	20536
17	48549	20	48549
15	50204	17	50204
15	14649	24	14649
12	1560	9	1560
14	3404	16	3404
17	57800	25	57800
16	2288	19	2288
15	18960	20	18960
16	11176	20	11176
15	34388	23	34388
15	36034	26	36034
13	4496	17	4496
16	46569	19	46569
17	57135	26	57135
16	48639	24	48639
14	29271	19	29271
16	57378	16	57378
14	27327	18	27327
16	29329	19	29329
15	36881	29	36881
19	52819	25	52819
17	9295	14	9295
17	49900	13	49900
16	50866	19	50866
17	19075	22	19075
15	38546	21	38546
15	40736	28	40736
16	27095	24	27095
16	7291	16	7291
14	22478	25	22478
16	41743	22	41743
13	45202	27	45202
15	15894	17	15894
16	47489	31	47489
12	21192	17	21192
15	27069	15	27069
16	58229	23	58229
16	33577	17	33577
16	31565	15	31565
15	44797	19	44797
14	7064	16	7064
11	20203	21	20203
15	35231	24	35231
14	17745	19	17745
13	4559	20	4559
17	56893	22	56893
15	30977	26	30977
17	57377	26	57377
17	42539	18	42539
14	24594	20	24594
11	1613	15	1613
15	35773	15	35773
15	41682	20	41682
15	41222	22	41222
14	2867	19	2867
16	48972	21	48972
15	40051	13	40051
16	20962	24	20962
15	34174	22	34174
16	42283	25	42283
13	36855	24	36855
12	3924	27	3924
16	32594	22	32594
16	13403	23	13403
16	35488	20	35488
16	17390	21	17390
17	56818	29	56818
17	32042	27	32042
15	7808	23	7808
16	32048	18	32048
15	25973	21	25973
15	1904	13	1904
15	36606	34	36606
13	22866	23	22866
14	9232	16	9232
17	10335	20	10335
16	42811	26	42811
14	34928	24	34928
16	43369	30	43369
16	18584	21	18584
15	16609	21	16609
11	942	12	942
16	57802	17	57802
16	41933	21	41933
14	17345	13	17345
16	55115	17	55115
15	52458	23	52458
16	59627	27	59627
16	31970	27	31970
17	50471	28	50471
13	15805	22	15805
15	12245	22	12245
16	59417	27	59417
13	5560	18	5560
16	47732	16	47732
16	53158	27	53158
9	2377	15	2377
17	56125	25	56125
17	37318	33	37318
14	34425	30	34425
18	58449	26	58449
17	39221	28	39221
17	47382	26	47382
14	21314	13	21314
17	24805	22	24805
15	57716	30	57716
15	3070	19	3070
16	7615	22	7615
15	32644	18	32644
16	22790	24	22790
12	2550	13	2550
16	25604	17	25604
17	36704	26	36704
11	7536	20	7536
16	41075	19	41075
14	8170	23	8170
16	59993	26	59993
13	17054	20	17054
16	40139	17	40139
15	26816	25	26816
16	32858	21	32858
17	52383	19	52383
13	26232	23	26232
15	14769	23	14769
15	16466	21	16466
16	19389	14	19389
16	17146	16	17146
16	48942	23	48942
16	33058	26	33058
17	51570	17	51570
17	47391	15	47391
17	48631	22	48631
17	38951	21	38951
16	45056	19	45056
12	13435	25	13435
17	13019	13	13019
12	24477	21	24477
16	57401	25	57401
14	47266	26	47266
14	36303	25	36303
14	47617	28	47617
13	10997	20	10997
17	49358	22	49358
15	28423	18	28423
17	57527	26	57527
14	45476	23	45476
14	37666	29	37666
14	11016	17	11016
17	54686	22	54686
11	6400	23	6400
14	13599	21	13599
11	9454	19	9454
17	59218	25	59218
17	9340	24	9340
17	48159	19	48159
17	42397	28	42397
17	54520	18	54520
13	11901	27	11901
15	31027	24	31027
16	9823	18	9823
17	44461	27	44461
17	59193	20	59193
15	21433	23	21433
14	18214	17	18214
18	21206	22	21206
14	8699	21	8699
16	54516	22	54516
16	56047	22	56047
15	20225	24	20225
17	53030	27	53030
16	24469	19	24469
16	17751	15	17751
15	879	14	879
11	9945	22	9945
14	31768	17	31768
18	40982	27	40982
16	38168	24	38168
11	1845	19	1845
15	50435	15	50435
15	13737	15	13737
17	53386	28	53386
16	53580	26	53580
13	24257	24	24257
18	50148	26	50148
15	24607	20	24607
16	10431	21	10431
17	47104	19	47104
16	45419	24	45419
16	9623	23	9623
16	8536	22	8536
14	39984	14	39984
14	30828	26	30828
16	53586	23	53586
16	10851	16	10851
17	52354	22	52354
18	31075	20	31075
16	45383	30	45383
17	14101	15	14101
17	48826	29	48826
14	22613	23	22613
17	397	17	397
16	20593	22	20593
14	10859	23	10859
15	41378	30	41378
14	35112	23	35112
17	12703	13	12703
14	8164	16	8164
10	238	14	238
16	37901	16	37901
17	3447	22	3447
15	30169	23	30169
16	2158	21	2158
17	53594	19	53594
15	31127	24	31127
12	12588	17	12588
17	17049	14	17049
16	16546	17	16546
15	22211	21	22211
15	1936	10	1936
15	32881	17	32881
14	29390	15	29390
17	55522	27	55522
15	43732	30	43732
16	21743	28	21743
16	45153	26	45153
15	14806	14	14806
14	7126	18	7126
17	35605	19	35605
17	39983	23	39983
14	6090	19	6090
16	36001	30	36001
17	36928	24	36928
14	16948	19	16948
16	53730	28	53730
17	48391	27	48391
14	6002	17	6002
15	49943	26	49943
14	42591	23	42591
16	39794	18	39794
16	53389	25	53389
14	12760	17	12760
13	23334	20	23334
17	43886	30	43886
16	30891	26	30891
15	16734	19	16734
16	36783	20	36783
16	53101	26	53101
15	18669	23	18669
17	9664	18	9664
17	58842	16	58842
16	14190	23	14190
16	29747	28	29747
16	20585	21	20585
15	35695	20	35695
14	20904	22	20904
14	4062	18	4062
16	11299	13	11299
11	887	16	887
13	10151	22	10151
16	14166	20	14166
14	27099	31	27099
15	53733	15	53733
18	38908	22	38908
15	9452	16	9452
15	55626	17	55626
14	28850	19	28850
17	52043	29	52043
12	11772	20	11772
14	4802	18	4802
15	30074	21	30074
14	21923	23	21923
14	25039	28	25039
11	964	15	964
16	38656	19	38656
17	33677	26	33677
17	29258	19	29258
16	47866	29	47866
17	17583	22	17583
16	26194	20	26194
16	59912	19	59912
14	14838	12	14838
15	30255	32	30255
17	11211	21	11211
18	52076	20	52076
16	40405	24	40405
15	11214	13	11214
16	43855	18	43855
14	4946	15	4946
17	45149	23	45149
16	53307	28	53307
16	36924	23	36924
13	13998	16	13998
13	21701	21	21701
15	48695	27	48695
14	2854	11	2854
17	55120	26	55120
13	10862	22	10862
16	32436	23	32436
15	25870	19	25870
15	6065	18	6065
15	39203	22	39203
18	59546	26	59546
15	30253	29	30253
13	8460	19	8460
14	24187	21	24187
16	11005	19	11005
14	23675	19	23675
17	39025	20	39025
15	41259	15	41259
15	11237	18	11237
16	31100	14	31100
15	21664	22	21664
13	22450	28	22450
15	37341	24	37341
15	5518	16	5518
13	3747	17	3747
17	58841	25	58841
15	35176	30	35176
16	49190	13	49190
16	33228	22	33228
15	5716	13	5716
15	38129	21	38129
17	36081	24	36081
16	37188	15	37188
16	25343	18	25343
13	40325	19	40325
15	51212	21	51212
15	22741	17	22741
18	48825	23	48825
16	27109	23	27109
17	52994	16	52994
16	33637	21	33637
18	50871	27	50871
16	17180	18	17180
17	44641	18	44641
16	14545	27	14545
16	32556	18	32556
15	25781	24	25781
13	3656	17	3656
16	23915	24	23915
16	24582	22	24582
15	17348	24	17348
13	5784	22	5784
14	4681	16	4681
18	52540	29	52540
15	17312	20	17312
13	21702	24	21702
18	41729	22	41729
17	50539	27	50539
12	3770	18	3770
10	2972	21	2972
15	40957	20	40957
15	21552	20	21552
15	43296	24	43296
16	26931	16	26931
15	12763	21	12763
15	6036	15	6036
15	52107	20	52107
14	39871	27	39871
16	59029	30	59029
15	2095	13	2095
16	30741	20	30741
16	52561	25	52561
14	23088	21	23088
15	25116	26	25116
17	25339	18	25339
16	23770	25	23770
12	5123	13	5123
15	25605	26	25605
16	48352	28	48352
16	22470	24	22470
15	31388	18	31388
16	29384	21	29384
16	15009	21	15009
16	25051	22	25051
14	33090	30	33090
17	51942	18	51942
17	54854	22	54854
16	29299	29	29299
17	54913	29	54913
13	12162	17	12162
14	50850	13	50850
14	38208	25	38208
17	39092	24	39092
15	3612	16	3612
15	20595	15	20595
16	31199	19	31199
16	55976	23	55976
17	33293	23	33293
17	26926	30	26926
16	48536	18	48536
17	32732	25	32732
14	24915	18	24915
16	48685	26	48685
14	31478	22	31478
17	23674	27	23674
15	13388	16	13388
18	53947	27	53947
15	31414	26	31414
16	42771	17	42771
14	45308	26	45308
16	56464	25	56464
15	33855	27	33855
16	18397	16	18397
15	48405	22	48405
15	5061	13	5061
16	24047	28	24047
16	43317	18	43317
14	17222	18	17222
14	14896	20	14896
17	57876	26	57876
15	56314	25	56314
17	54859	17	54859
16	18471	24	18471
12	3864	23	3864
16	14692	15	14692
17	50798	24	50798
15	13508	20	13508
15	17969	20	17969
14	15685	21	15685
14	46240	24	46240
13	42884	20	42884
11	5687	20	5687
15	44309	22	44309
15	13516	13	13516
17	44335	25	44335
16	44955	18	44955
11	7463	19	7463
15	15748	16	15748
15	4077	21	4077
15	37931	25	37931
16	23870	24	23870
17	36968	18	36968
17	42991	22	42991
15	47916	19	47916
18	56636	29	56636
13	213	13	213
17	39163	25	39163
16	54512	24	54512
13	34021	21	34021
17	49334	21	49334
15	13093	25	13093
16	25064	16	25064
17	26600	21	26600
16	43032	18	43032
15	32167	24	32167
15	49191	27	49191
10	2267	17	2267
15	14205	29	14205
13	9852	21	9852
17	27721	27	27721
16	54186	17	54186
14	31492	24	31492
15	11535	19	11535
14	9933	17	9933
16	35568	26	35568
17	40656	33	40656
18	58495	21	58495
16	13499	19	13499
16	40877	16	40877
16	11814	16	11814
17	32841	23	32841
17	28792	14	28792
15	9405	17	9405
15	7954	19	7954
17	39313	24	39313
15	18634	21	18634
15	18326	21	18326
17	4998	22	4998
14	31726	19	31726
15	43389	20	43389
14	21480	16	21480
15	34678	28	34678
12	2772	11	2772
15	53646	20	53646
14	23868	16	23868
12	5039	21	5039
12	7850	24	7850
15	33719	23	33719
14	51576	20	51576
14	35570	17	35570
17	4256	16	4256
17	23068	23	23068
15	14188	22	14188
18	58635	16	58635
14	4111	15	4111
15	49035	23	49035
16	48485	23	48485
14	44987	17	44987
12	848	15	848
17	57678	22	57678
13	50130	24	50130
17	9297	18	9297
12	34435	22	34435
18	24961	21	24961
15	2068	12	2068
17	52760	18	52760
17	29958	18	29958
13	10145	25	10145
14	12500	19	12500
16	51437	18	51437
15	44822	21	44822
16	51624	16	51624
17	21434	22	21434
16	45042	22	45042
13	33014	14	33014
13	5636	25	5636
17	55112	24	55112
16	24589	21	24589
14	17557	16	17557
15	59368	28	59368
17	47656	25	47656
15	41013	20	41013
18	49907	16	49907
15	22643	15	22643
17	38941	26	38941
15	11127	20	11127
12	6462	22	6462
15	39789	7	39789
17	45156	22	45156
16	56591	24	56591
14	25437	20	25437
15	28590	25	28590
18	7378	23	7378
17	50398	25	50398
15	30657	21	30657
9	137	13	137
15	56707	20	56707
17	40801	19	40801
18	48989	25	48989
15	24496	14	24496
9	1975	19	1975
15	45929	29	45929
16	47016	26	47016
15	13625	13	13625
14	27916	22	27916
13	18479	22	18479
15	14565	25	14565
17	45473	26	45473
13	17846	10	17846
11	2221	15	2221
15	26485	28	26485
14	7753	21	7753
15	24863	21	24863
17	47959	16	47959
12	23045	20	23045
16	30772	19	30772
16	39185	23	39185
17	57497	25	57497
15	3715	13	3715
12	4622	19	4622
14	2438	19	2438
15	11092	26	11092
16	31371	26	31371
17	33094	18	33094
15	47580	26	47580
14	28077	19	28077
17	50246	25	50246
14	36568	18	36568
16	28924	17	28924
14	28572	17	28572
16	53531	21	53531
13	14853	9	14853
15	51939	19	51939
16	43507	19	43507
17	19120	24	19120
15	10418	21	10418
15	58072	24	58072
15	4592	17	4592
17	28263	23	28263
12	292	12	292
14	7428	21	7428
12	12367	16	12367
9	1506	11	1506
17	31739	14	31739
16	35412	29	35412
15	50198	17	50198
15	2510	23	2510
15	14596	20	14596
16	24046	22	24046
14	6224	13	6224
17	55569	24	55569
16	26483	27	26483
16	17315	23	17315
16	26939	19	26939
18	35928	22	35928
15	4895	20	4895
16	26174	19	26174
15	17814	17	17814
6	291	10	291
17	31097	29	31097
17	11345	20	11345
16	51495	25	51495
16	23036	26	23036
16	54851	32	54851
16	10615	22	10615
16	33453	13	33453
15	52922	25	52922
16	51558	21	51558
12	1715	15	1715
16	29565	21	29565
15	58986	22	58986
16	50434	23	50434
16	7422	23	7422
14	30724	21	30724
16	25845	21	25845
16	57620	13	57620
15	9585	22	9585
14	16792	23	16792
16	21665	14	21665
10	15809	18	15809
16	48713	25	48713
16	48148	24	48148
15	33123	24	33123
15	15651	19	15651
5	427	14	427
12	14369	19	14369
13	23370	31	23370
15	8535	15	8535
17	57697	17	57697
11	19879	20	19879
17	27859	15	27859
15	20732	17	20732
16	51081	20	51081
14	14825	18	14825
14	30536	22	30536
14	20355	26	20355
16	6383	12	6383
15	32250	29	32250
16	49919	27	49919
17	41720	18	41720
17	59035	24	59035
14	33693	22	33693
17	48795	26	48795
13	1231	12	1231
17	58379	13	58379
14	18023	25	18023
16	29328	21	29328
16	53827	21	53827
6	14	6	14
16	58737	29	58737
17	54254	23	54254
13	14382	20	14382
16	58459	20	58459
17	57205	14	57205
15	22916	20	22916
18	58471	22	58471
15	54901	17	54901
14	19146	16	19146
16	2681	19	2681
16	51984	19	51984
16	46579	25	46579
17	17506	15	17506
14	22519	18	22519
11	240	15	240
15	31121	11	31121
16	33203	23	33203
16	41959	18	41959
12	6895	20	6895
16	7105	17	7105
16	31386	17	31386
